claim,evidence,label
The United States is unmatched and unrivalled in its coronavirus testing capacity.,"['Though the United States has ramped up testing from 150,000 tests per day from a month ago to 300,000 per day recently, the current rate still remains far behind the five million daily target he (Donald Trump) himself set last month.']",REFUTED
Pelosi's Daughters Were Arrested Breaking Into Liquor Store For 'Quarantine Supplies',"['The women shown are women involved in smuggling drugs fromPeru.', 'Her children are named Nancy, Christine, Jacqueline, Paul and Alexandra']",REFUTED
"Joe Biden said voting by mail is a way to “fundamentally change this country,”.","['During his May 4th Town Hall speech', 'He was talking providing a liveable wage and paid sick leave to workers including meat packers and grocery store clerks.']",REFUTED
The Canadian government included Black Rifle Coffee Company products in its recent assault-style weapons ban.,['Not listed'],REFUTED
Thrombosis is The Leading Cause Of COVID-19 Deaths,"['COVID-19 is a hypercoagulable state with an increased risk of thromboembolism in hospitalized individuals (typically venous but may be arterial).', 'In several studies of those who died of COVID-19, acute respiratory failure was the leading cause of death.']",REFUTED
FDA Approved Remdesivir As A Treatment For Coronavirus.,"['The United States FDA has made Veklury (remdesivir) available under an emergency access mechanism called an EUA.\nThe EUA is supported by a Secretary of Health and Human Service (HHS) declaration that circumstances exist\nto justify the emergency use of drugs and biological products during the COVID-19 pandemic.\nVeklury has not undergone the same type of review as an FDA-approved or cleared product. FDA may issue an\nEUA when certain criteria are met, which includes that there are no adequate, approved, available alternatives.\nIn addition, the FDA decision is based on the totality of scientific evidence available showing that it is\nreasonable to believe that the product meets certain criteria for safety, performance, and labeling and may be\neffective in treatment of patients during the COVID-19 pandemic. All of these criteria must be met to allow for\nthe product to be used in the treatment of patients during the COVID-19 pandemic.']",REFUTED
Congress MP Rahul Gandhi said weak upa policies were embraced by the current govt.,"['In an interview with obel laureate Professor Abhijit Banerjee, Banerjee said Banerjee said the policies put in place by the UPA regime were good but are currently inadequate because they don’t cover a large section of the poor, migrants in particular.']",REFUTED
Gloves shouldn’t be worn in public because if you are wearing the same set of gloves all over town you are only spreading germs everywhere you go.,"['For the general public, wearing gloves is not necessary in most situations, like running errands. CDC recommends wearing gloves when you are cleaning or caring for someone who is sick.\nWearing gloves outside of these instances (for example, when using a shopping cart or using an ATM) will not necessarily protect you from getting COVID-19 and may still lead to the spread of germs.']",SUPPORTED
COVIDsafe app “hidden” rules could allow workplaces and supermarkets to bar people who haven’t installed the program on their phone.,['The Australian Government has also given clear indications that it will not be\nmandatory for any person to install or to use the App.'],REFUTED
Aspirin combined with Honey & Lemon Juice will kill the Coronavirus,"['While some western, traditional or home remedies may provide comfort and alleviate symptoms of mild COVID-19, there are no medicines that have been shown to prevent or cure the disease. WHO does not recommend self-medication with any medicines, including antibiotics, as a prevention or cure for COVID-19. However, there are several ongoing clinical trials of both western and traditional medicines. WHO is coordinating efforts to develop vaccines and medicines to prevent and treat COVID-19 and will continue to provide updated information as soon research results become available.']",REFUTED
"Retail milk prices have gone up, farmer price pay has dropped","['based on Class 1 fluid milk, the highest valued class of milk,Then in April, farmers were paid 5.6% higher than the year prior. May is the first month where 2020 was lower than that month in 2019']",SUPPORTED
"The CDC made 30,000 COVID-19 Deaths Disappear","['It is important to note that it can take several weeks for death records to be submitted to National Center for Health Statistics (NCHS), processed, coded, and tabulated. Therefore, the data shown on this page may be incomplete, and will likely not include all deaths that occurred during a given time period, especially for the more recent time periods. Death counts for earlier weeks are continually revised and may increase or decrease as new and updated death certificate data are received from the states by NCHS. COVID-19 death counts shown here may differ from other published sources, as data currently are lagged by an average of 1–2 weeks.']",REFUTED
"A WhatsApp text that lists 21 dos and don’ts on how to resume life after the  COVID-19 lockdown has been ascribed to Indian Council of Medical Research (ICMR), New Delhi, India.",['The media page has no postings of this list.'],REFUTED
U.S. Is the Only Country With Lockdown Protests.,"[""Protests continued on Thursday against Michigan's stay-at-home order, alongside similar protests in suburban New York and Washington, D.C. Other demonstrations were held this week in North Carolina and Rhode Island"", 'There have been lockdown protests in several other countries including Lebanon, Iraq and India among others.']",REFUTED
Top White House coronavirus adviser Dr. Anthony Fauci served on the Clinton Foundation’s board of directors for 20 years.,"['There is no record of Dr Anthony Fauci being a current board member of the Clinton foundation.', 'Fauci is not listed as a member of the board in any of the Clinton Foundation’s Form its Tax 990s from1998  to 2018, its most recent years available.']",REFUTED
A satire website posted a story that AOC Proposed Ending Social Security Benefits After Age 75,"[""The published a story titled 'AOC Proposes Ending Social Security Benefits After Age 75'"", ""There about us page describes them as a 'network of parody, satire, and tomfoolery, or as Snopes called it before they lost their war on satire: Junk News'""]",SUPPORTED
"Soviet leader Nikita Khrushchev said in a speech, ""Your children's children will live under communism. You Americans are so gullible...""","['There is no record of him saying this.', 'Khrushchev visted the United States from September 15th to 27th 1959. All his speeches were transcribed in the source. There is no record of him saying the exact stated claim.', 'In Ezra Taft Benson\'s 1966 speech, he relayed what Khrushchev allegedly said to him: ""You Americans are so gullible -- no you won\'t accept communism outright, but we\'ll keep feeding you small doses of socialism until you will finally wake up and find you already have communism.""']",REFUTED
Professor Tasuku Honjo said that coronavirus is “not natural”.,"['Professor Honjo released a statement on 27 April saying: “In the wake of the pain, economic loss, and unprecedented global suffering caused by the COVID-19 pandemic, I am greatly saddened that my name and that of Kyoto University have been used to spread false accusations and misinformation.”']",REFUTED
Professor Tasuku Honjo worked in the Wuhan laboratory in China for four years.,['There is no evidence to suggest that Professor Honjo worked at the Wuhan laboratory in China.'],REFUTED
The CDC does not Recommend That People Who Are Healthy Wear Facemasks,['It was updated on April 3 2020 to recommend the use of facemasks'],REFUTED
The CDC has stopped reporting flu deaths because they are so low,"['There are continuous weekly reports on the deaths caused by the flu throughout May till December 2020, available on the CDC website for past reports.', 'See CDC website showing graphs during that time.']",REFUTED
Children in the U.S. don't seem to be getting COVID-19.,"[""There have been news reports on children's deaths caused by COVID-19.""]",REFUTED
US President Donald Trump tried to defund the National Institute of Health.,"['Trumps 2018 budget proposed  and 18 percent cut to the Department of Health and Human Services, including a $5.8 billion reduction for the National Institutes of Health, or about a fifth of its budget.', 'Trumps budget proposal for fiscal 2020 included reduced funding of NIH.']",SUPPORTED
Indian government is giving all willing citizens Rs 1000 under a 'Corona Aid Scheme',"['Cash transfer measures are set to benefit farmers, rural workers, poor pensioners, construction workers, low-income widowers and more.']",REFUTED
"Without Donald Trump's China travel ban, millions would have died of coronavirus",['Trump introduced restrictions and limitations to travel but not an outright ban.'],REFUTED
"Home Minister Anil Deshmukh said “No Hindu among those arrested in Palghar lynching incident"".","['Home Minister ANIL DESHMUKH tweeted that the  lynching was a grotesque incident which happened due to rumours on social media about child kidnappers & thieves prowling in the area', 'Addressing a press conference, Deshmukh said that there are no Muslims on the list.']",REFUTED
There's a COVID-19 law that requires rent (or mortgage) refunds.,"['The bill has attracted 27 House cosponsors, all Democrats. It awaits a potential vote in the House Financial Services Committee.\n\nOdds of passage are low in the Republican-controlled Senate.', 'No program like that exists']",REFUTED
Was the Biden campaign correct in saying top CDC official was 'silenced'.,['She came under fire from the administration and has toned down her advisories.'],REFUTED
Coronavirus started spreading in the US in November 2019.,"['The outbreak only began in Wuhan, China, in December 2019']",REFUTED
"The Safer at Home plan, implemented in Wisconsin, US during the COVID-19 pandemic, has prevented the death of at least 300 Wisconsinites.",['The John Hopkins University said their scientific simulations showed about three times as many deaths had for the Safer At home not been implemented.'],SUPPORTED
Being long term unemployed for a year or over nearly halves your chances of ever getting back into employment.,['It’s not easy for people who are unemployed to find a job.'],SUPPORTED
Drinking ash of Phyllostachys nigra (black bamboo) mixed with honey and cow’s milk is a potent treatment for COVID-19.,"['2.1.2 Phyllostachys nigra (Lodd.) Munro Commonly known as “black bamboo”, this is another major species in the genus Phyllostachys. Flavonoids extracted from black bamboo leaves have potent antioxidant activities (Hu et al., 2000; Zhang et al., 2002). Among these flavonoids, flavone c-glucosides and p-coumaric acid reportedly have long retention time in the colon and may contribute to free radical scavenging (Zhang et al., 2007). Luteolin 6-C-(6″-O-trans-caffeoylglucoside), an antioxidant isolated from the leaves, has been reported to protect against oxidative stress-induced cytotoxicity in retinal ganglion cells (Lee et al., 2010). It also enhances the activity of aldose reductase and inhibits the formation of advanced glycation end products, and therefore may potentially have a role in the prevention of diabetic complications (Jung et al., 2007).\nOrientin, another antioxidant obtained from the leaves of black bamboo, exerts vaso-relaxant activity through the inhibition of intracellular Ca2+ release and extracellular Ca2+ influx (Fu et al., 2005). Orientin also prevents apoptosis induced by hypoxia and reoxygenation in myocardium and cardiomyocytes. The mechanism for this effect is inhibition of the activation of mitochondrial apoptotic pathway (Fu et al., 2006). These studies suggest potential for cardio-protective effects.\n\nThe acetone fraction of the leaves of Phyllostachys nigra (Lodd.) Munro has been shown to enhance leukemia cell differentiation (Kim et al., 2007b), and inhibit interleukin-12 (IL-12) production in lipopolysaccharide-activated macrophages via decreasing NF-kappaB binding activity (Kim et al., 2007a). These preliminary findings suggest potential anti-leukemia and anti-inflammation effects of the acetone extract.', ""It's a myth"", 'there is no evidence to support the use of herbal supplements as a preventive measure/cure for COVID-19']",REFUTED
China halted exports of face masks to US during the coronavirus pandemic,"['China never stopped exports of facemasks. Instead, export restrictions were implemented meaning less facemasks were delivered to the United States but nevertheless implemented: ""Chinese officials have said they are intended to ensure the quality of exported medical products and to make sure needed goods aren’t being shipped out of China.""']",REFUTED
"Prior to Nigeria’s former Chief of Staff Abba Kyari's death, Kyari was flown to the United Kingdom for medical treatment and his body was later cremated.","['“Please do not attend an HCA UK facility for any reason if you have a high temperature (more than 37.8 degrees) or have a new continuous cough or streaming nose or flu-like symptoms. If you do have these symptoms or anyone in your household does, please follow Public Health England guidance,” the company warns. \n\n“We are not accepting direct admissions of patients that have coronavirus. If you believe you have coronavirus symptoms, please follow guidance from the NHS [National Health Service].”']",REFUTED
Barcodes tell consumers where a product was manufactured.,"['...since GS1 member companies can manufacture products anywhere in the world, GS1 prefixes do not identify the country of origin for a given product.', 'The prefix indicates the country where it was obtained.', 'The prefix indicates the country where it was obtained from, but does not determine the country in which the product was manufactured']",REFUTED
"All vaccines contain MRC-5 cells, which are aborted fetal cells.",['Code of Medical Ethics Opinion 7.3.5'],REFUTED
There is always the possibility of an iatrogenic reaction to a vaccine.,['Vaccines can cause a risk of side effects or complications.'],SUPPORTED
Immunization is compulsory in Canada,['Vaccination in Canada is voluntary.'],REFUTED
Immunization is mandatory in the United States,"['It refers to any enforced mandatory vaccination.', 'All 50 states have legislation requiring specified vaccines for students. Although exemptions vary from state to state, all school immunization laws grant exemptions to children for medical reasons. There are 44 states and Washington D.C. that grant religious exemptions for people who have religious objections to immunizations. Currently, 15 states allow philosophical exemptions for children whose parents object to immunizations because of personal, moral or other beliefs. Many states align their vaccine requirements with recommendations from the Centers for Disease Control and Prevention’s Advisory Committee on Immunization Practices. At this time, no state requires children to receive the COVID-19 vaccine for school entry.']",REFUTED
"Donald Trump tweeted in 2009 that ""Obama’s handling of this whole [H1N1] pandemic has been terrible! As President, ALL responsibility becomes yours during a crisis like this, whether or not you’re entirely to blame. John McCain, and myself for that matter myself, would never let thousands of Americans die from a pandemic while in office""","['Trump Twitter Archive, a searchable database of Trump’s tweets created by coder Brendan Brown.', 'The only tweets in November were on the 2nd, 16th and 26th.', ""This quote couldn't be found in Trump's Twitter archive.""]",REFUTED
Jay Leno Dead at 71,['Satire / Fake news.'],REFUTED
"COVID-19 is sparing essential workers, so it's not so deadly.","[""...at least 79 of the New York Metropolitan Transit Authority's approximately 74,000 transit workers have died from COVID-19, nearly 3,000 have tested positive and more than 4,000 were out on quarantine as of April 20."", '79 New York Metropolitan Transportation Authority workers have died of COVID-19.']",REFUTED
"The drug Diamox, often used as treatment for high-altitude sickness, can cure the Coronavirus.","['Covid 19 symptoms are, Fever\nCough\nShortness of breath or difficulty breathing\nDiarrhea\nChills\nRepeated shaking with chills\nMuscle pain\nHeadache\nSore throat\nNew loss of taste or smell', 'Covid 19 symptoms are, Fever\nCough\nShortness of breath or difficulty breathing\nDiarrhea\nChills\nRepeated shaking with chills\nMuscle pain\nHeadache\nSore throat\nNew loss of taste or smell', 'Covid 19 symptoms are, Fever\nCough\nShortness of breath or difficulty breathing\nDiarrhea\nChills\nRepeated shaking with chills\nMuscle pain\nHeadache\nSore throat\nNew loss of taste or smell']",REFUTED
Other countries that reopened saw an increase in coronavirus infections.,['Hong Kong saw a COVID-19 surge which meant the government ordered facilities that had reopened to close again and for people to go back home.'],SUPPORTED
Alcohol plays a major role in killing the coronavirus because it is a “throat sanitizer”.,['Drinking alcohol actually increased health risks when one is infected with COVID and increases susceptibility to catching COVID and other illnesses.'],REFUTED
Trump Claims ‘Ultimate Authority’ to Override States’ Virus Measures,"['“The President has no formal legal authority to categorically override local or state shelter-in-place orders or to reopen schools and small businesses,” Stephen I. Vladeck, a professor at the University of Texas School of Law, said on Twitter. “No statute delegates to him such power; no constitutional provision invests him with such authority.”']",REFUTED
The Squad' Want's The Bible Deemed Hate Speech,"['The claim is from a satire news site.', 'It describes itelf as...\npart of the ""America\'s Last Line of Defense"" network of satire websites']",REFUTED
"Some states, like Montana and Nebraska, are getting more than $300,000 in federal stimulus money per reported COVID-19 case. New York is the hardest-hit state and yet we are getting only about $12,000 per case.",['$100 billion is still to go out after the 30 in the claim.'],SUPPORTED
NY: EXHAUSTED FUNERAL HOME EMPLOYEE CREMATED BY MISTAKE WHILE TAKING A NAP,['There was also a claim that funeral home worker was mistakenly cremated and the Deputy Sheriff office was asked they said there was no crematorium facility in the location and that the image of the person in question was a mug shot of another man'],REFUTED
"In the United States, the CDC (Centers for Disease Control and Prevention) admitted in federal court that it does not have studies to support the claim that vaccines do not cause autism.",['20 studies submitted in a legal case.'],REFUTED
"Former President Barack Obama gave $3.8 million to a lab in Wuhan, China.",['Table shows money allocated to the National Institutes of Health.'],REFUTED
The U.S. government is planning to force Americans to take vaccinations during the coronavirus pandemic with the help of Bill Gates.,"['Employees at Montgomery County (in the United States) are not required to be vaccinated. Their sites states: ""while COVID-19 vaccines are encouraged, the choice to receive a vaccine is voluntary"". Therefore, COVID-19 vaccinations are not mandatory.']",REFUTED
Kalonji or black cumin seeds contain 100% Hydroxychloroquine which can cure Coronavirus.,['Hydroxychloroquine is not listed as part of the seeds components.'],REFUTED
Bill Gates owns the patent and vaccine for coronavirus.,"['There is no patent for the new coronovirus', 'A patent does exist for a different coronovirus, called avian infectious bronchitis.', 'This patent is not owned by Bill Gates nor by the Bill & Melinda Gates Foundation, but by the Pirbright Institute in the UK, which aimed to develop a vaccine against IBV.', 'COVID19 vaccines were still in trial status during this time']",REFUTED
"North Carolina is ""in the small minority of states that requires an absentee ballot to be signed by two witnesses or a notary public.""","['Voting On Absentee Ballot\n\nIn the presence of two witnesses (or one witness if the witness is a notary-public), the voter should mark the ballot, or cause it to be marked according to his or her instructions.']",SUPPORTED
An image shared on Facebook purportedly shows former Vice President Joe Biden biting a young girl on the cheek.,"['The man pictured is Mexican President Andrés Manuel López Obrador, not Biden. The photo appears to be a screen grab of Obrador kissing the child’s cheek from a video of him greeting people.']",REFUTED
The U.S. “resisted” blacklisting ISIS.,['Organistions are routinely added and the list shows when groups were added.'],REFUTED
"The United Nations Economic Commission for Africa is projecting that Africa’s growth will drop to 1.8%, and perhaps lower because of the COVID-19 pandemic","['the agency had pared back its growth forecast for the region for 2020, from 3.2% to between 1.8% and 2% in a best-case scenario. But this could shrink to 0.1% or, in a worst-case scenario, to as low as -2.6%.']",SUPPORTED
Sanders Has Ended His Fight for Democratic Nomination,"['He Tweeted that he was suspending his campaign on 8th April 2020,']",SUPPORTED
"All restaurants and hotels in India would be closed till October 15, 2020, due to Coronavirus.","['The MoT, issued a response to this claim saying \nkindly refrain from forwarding a certain fake message regarding the closure of hotels/restaurants. We assure you that we have not issued such a message.']",REFUTED
The state of California admitted in a court settlement that a million people voted improperly in the US elections in 2019.,"['These voters do not automatically receive a mail ballot in each election. They are still eligible to vote by visiting a Voter Service and Polling Center during election time, or they can contact the Elections Division to find out more information about how to reactivate their record.', 'Your inactive status will revert to active status, if you update your voter registration record, go to the polls to vote, or request an absentee ballot. However, if you do not take any of these actions after two general (federal) elections from the date you were first made inactive, your name will be removed from the registration system. You will have to re-register again in order to vote.']",REFUTED
Cadbury gave away 500 Free baskets of Cadbury Chocolate to celebrate its 196th Anniversary.,['They confirmed the rumour was fake with a tweet saying....\nThis is a fake website link in circulation under the Cadbury name promising free chocolates. Mondelēz  International is not running any such promotion. We advise consumer caution before opening the link'],REFUTED
The Supreme Court of the United States issued an order to remove Rep. Ilhan Omar from Congress,['The Congress member never faced removal'],REFUTED
Dr Charles Lieber of Harvard University was arrested for manufacturing the novel coronavirus in collusion with China.,"['Dr. Charles Lieber was arrested and charged by criminal complaint with one count of making a materially false, fictitious and fraudulent statement.']",REFUTED
Data from a Philippine General Hospital claims that there is a correlation between grocery shopping and COVID-19,"['The US Centers for Disease Control and Prevention (CDC) states in a fact sheet: “The virus is thought to spread mainly from person-to-person… It may be possible that a person can get COVID-19 by touching a surface or object that has the virus on it and then touching their own mouth, nose, or possibly their eyes. This is not thought to be the main way the virus spreads, but we are still learning more about this virus.”', 'In a statement posted on Facebook on April 4, 2020, the hospital said: “There is no such observed trend with our admitted COVID-19 (+) patients acquiring the illness from groceries.']",REFUTED
VIRAL VIDEO SHOWS THE FBI SEIZING CORONAVIRUS-INFECTED FACE MASKS SENT FROM CHINA,"['U.S. Attorney Craig Carpenito announced. \nBaruch Feldheim, 43, was arrested by special agents of the FBI today\nFeldheim allegedly sold certain designated materials, including N95 respirators, to doctors and nurses at inflated prices', 'abc news showed the video and published the mans details.\n\nProsecutors say 43-year-old Baruch Feldheim hoarded the supplies in order to take advantage of the COVID-19 crisis and was selling them to doctors and nurses at prices as much as 700% above market value.']",REFUTED
WHO ranked Sri Lanka as the fifth best country for COVID-19 pandemic response.,['No international rankings for countries based on their pandemic response can be found on their website.'],REFUTED
"The U.S. military rescued over 35,000 malnourished, caged children out of U.S. tunnels.","['Per the Posse Comitatus Act, military forces can provide civil support, but cannot become directly involved in law enforcement.']",REFUTED
Air India is evacuating Indians stranded in UK,"['Air India did plane to provide nine charter flights in Indian cities to send stranded German nationals back home from India.', ""The UK extended the  visa's of stranded Indians until May 31""]",REFUTED
India trying to prevent people from posting COVID-19 updates.,"['There is no provision to prevent the sharing of news about COVID-19', 'On 31 March, 2020 the Central government had approached the Supreme Court asking it to prevent media from printing, publishing, or telecasting any news on the pandemic without first ascertaining the facts with government authorities. But the Supreme Court had passed an order saying it did not intend to interfere with the free discussion about the pandemic but the media must refer to and publish the official versions of the developments.', 'there is NO such rule prohibiting citizens from sharing any news or updates about the pandemic. The news and updates, however, need to be confirmed by government officials.']",REFUTED
Jio is giving Indian users a free recharge of ₹498.,"['.xyz is a top-level domain name.', 'Failed to load']",REFUTED
Madhya Pradesh Chief Minister Shivraj Singh Chauhan said that from 01/04/2020 people who violate lockdown would be shot down immediately.,"['This was refuted by a tweet from the official Twitter handle of Department of Public Relations, Government of Madhya Pradesh']",REFUTED
Democratic nominee for president Joe Biden has received campaign donations from Antifa.,"[""A story on Ceango's site states Biden Accepts Campaign Donation From Antifa which is a story that is copied  from ALLOD""]",REFUTED
The installation of 5G in the United Kingdom a cover-up for a secret weapon deployment,['A microwave oven outputs radiation at a much higher level than a 5G phone or mast.'],REFUTED
70% of Coronavirus cases are found in Muslims.,['Cases reported by country.'],REFUTED
Free Netflix Account for All,['Netflix have previously offered 30 day free trials but this offer is no longer active.'],REFUTED
Lemon and baking powder can cure coronavirus.,['The World Health Organisation does not list any on their website saying that there is no evident that current medicine can cure or prevent the disease.'],REFUTED
CNN published the news that Tea can cure Covid-19 patients as suggested by by China’s whistleblower doctor Li Wenliang.,['A search on the CNN website for ‘Dr Li Wenliang tea’ did not find any results.'],REFUTED
Italy went against the WHO instruction of not performing autopsies on COVID-19 casualties.,['The guidelines did not say that autopsies should not be conducted.'],REFUTED
Dr Li Wenliang China's whistleblower doctor suggested tea can cure Covid-19 patients.,"[""This false claim - shared on social media - refers to the Chinese doctor Li Wenliang, who was hailed a hero for his efforts to raise the alarm about the virus early on in Wuhan, and who later died of the disease.\n\nIt claims that in his case files, the doctor had documented evidence that substances commonly found in tea - known as methylxanthines - can decrease the impact of the virus.\n\nThe widely shared post also falsely claimed that hospitals in China were giving Covid-19 patients tea three times a day. It's true that methylxanthines are found in tea, as well as in coffee and chocolate.\n\nBut there's no evidence Dr Li Wenliang was researching their effect - he was an eye specialist, rather than an expert on viruses - nor that hospitals in China were treating Covid-19 by giving patients tea.""]",REFUTED
Vaccines to cure Covid-19 are ready,"['But until a proven treatment and vaccine are available to fight this pandemic, doctors and researchers will keep working at a fevered pitch.', 'Scientists tell 60 Minutes it will likely be more than a year before a vaccine to prevent COVID-19 is rolled out to the public. And there is no way to speed up the process.']",REFUTED
People with pre-existing respiratory conditions such as COPD or Asthma will be given a “rescue pack” of medication from their general practitioners during the novel coronavirus pandemic.,"['People with pre-existing respiratory conditions, such as asthma and chronic obstructive pulmonary disease (COPD) are at greater risk for severe disease such as novel coronavirus, the WHO', 'There are no rescue packs available, unless previously prescribed. The World health organisation advised good hygiene and social distancing.']",REFUTED
A zoology book authored by Dr Ramesh Gupta speaks of COVID-19 and the treatment for the disease has already been found.,"['Dr Ramesh Gupta mentions the common cold is caused by different types of viruses, with 75 percent of rhinoviruses including coronavirus - however he does not mention the strain of COVID-19.', 'Dr Ramesh Gupta mentions Aspirin, anti-histamine and nasal spray are beneficial for the treatment of the common cold not COVID-19.', 'To date, there is no vaccine and no specific antiviral medicine to prevent or treat COVID-2019.']",REFUTED
"A zoology book authored by Dr Ramesh Gupta speaks of COVID-19 and Coronavirus can be cured with aspirin, antihistamines and nasal spray.","['The book does mention Coronavirus.', 'Coronaviruses are a group of related RNA viruses that cause diseases in mammals and birds.']",REFUTED
"From 23 March until the foreseeable future, Microsoft and Sony will shut down their gaming servers during UK school hours.","['""This chart shows a view of problem reports submitted in the past 24 hours compared to the typical volume of reports by time of day."" The implication is that availability is expected 24 hours a day.', '""You can see if the servers are out or having issues thanks to status reports below"" Implies that servers should be up at any time.']",REFUTED
"Cases of coronavirus in the United States are linked to the rollout of 5G, the fifth-generation wireless technology.","['No. The claims that it did are nothing more than conspiracy theories, with no basis in science. As noted above, 5G is safe, and it also doesn’t work in such a way that causing something like Covid-19 would even be theoretically possible.']",REFUTED
Kenny Rogers' wife donate half of the singer's estate to Trump's re-election,['Everything on this website is fiction.'],REFUTED
"American automakers, including Ford and General Motors, are manufacturing much needed medical ventilators “right now.”","['General Motors and Ventec Life Systems announced that the car company would begin retooling its manufacturing facility in Kokomo, Indiana, to make “critical care ventilators” that could be ready to “ship as soon as next month.”', 'It wasn’t until nearly a week after the president’s claim that General Motors and Ventec Life Systems announced that the car company would begin retooling its manufacturing facility in Kokomo, Indiana, to make “critical care ventilators” that could be ready to “ship as soon as next month.”\n\nPrior to that, GM had been working to produce or procure parts for Ventec to increase Ventec’s output of ventilators, and GM was only “exploring the feasibility to build ventilators” at one of its own facilities, a company spokesman told us.\n\nThe CEO of Ford, meanwhile, has said recently that it could be May or June before Ford, which is partnering with another company that makes the lifesaving machines, begins to produce them in mass.', 'Days after the claim was Tweeted Forbes reported Mar 23, 2020, - Though President Trump insisted this weekend that American automakers were already producing ventilators without his having to compel them using the Defense Production Act, the AP reported Monday that Ford, General Motors and Tesla are months away from being able to convert their factories into medical supply production facilities.\xa0On Sunday, the president tweeted: “Ford, General Motors and Tesla are being given the go ahead to make ventilators and other metal products, FAST! @fema Go for it auto execs, lets see how good you are?”\xa0\n\nForbes further clarified - Neither Ford nor General Motors is making ventilators right now, and while Tesla’s Elon Musk has said his company is “working on it,” there’s no evidence to suggest that production is underway, and it could take months to get there, according to the AP report.']",REFUTED
"LeBron James has said Duterte is ""better"" than Trump in handling the COVID-19 crisis.",['Confirmed to be fake by News5.'],REFUTED
"Chloroquine, a Covid-19 drug, would be made available 'almost immediately.'","['The FDA has been working closely with other government agencies and academic centers that are investigating the use of the drug chloroquine, which is already approved for treating malaria, lupus and rheumatoid arthritis, to determine whether it can be used to treat patients with mild-to-moderate COVID-19 to potentially reduce the duration of symptoms, as well as viral shedding, which can help prevent the spread of disease. Studies are underway to determine the efficacy in using chloroquine to treat COVID-19.']",REFUTED
Several First Nations communities in Canada have closed their borders to avoid COVID-19,"['In BC, and across Canada, some First Nations communities are taking the step of establishing checkpoints or closing the borders of their communities. Many BC First Nations are looking for ways to restrict movement in and out of our communities to contain the spread of COVID-19. Our Elders are very precious to us – especially their roles in holding language, knowledge and culture – and therefore need increased protection from COVID-19.']",SUPPORTED
Clapping hands  Kills Corona virus,['Not mentioned on their advice pages'],REFUTED
"US President Donald Trump referred to the novel Coronavirus pandemic as a time when ""people are dying that have never died before.""","['The president made no such remarks as transcripts from the briefing show', ""There is no such phrase on the President's twitter handle""]",REFUTED
Gargling with warm salt water or warm vinegar water will cure you from Coronavirus.,['No known cure.'],REFUTED
No city in the state can quarantine itself without state approval.,"['Executive Law Section 29-A, which gives the governor power to override local laws or orders in a state emergency. In addition, an executive order on March 7, required that local actions be approved.']",REFUTED
Japan has produced a cure for coronavirus disease (COVID-19).,['Studies found that the drug may cause fetal deaths or deformities.'],REFUTED
"Cleveland Clinic developed a Covid-19 test that gives results in hours, not days.","['“Cleveland Clinic has not developed a new test for coronavirus.”\nHowever, he did say the clinic has “developed the ability” to test for Covid-19 on site, which would speed up the results from days to hours.']",REFUTED
A charitable hospital in Pakistan charged patients for novel coronavirus tests,['They have denied the claims.'],REFUTED
An Illinois News Station Air ‘Pre-Rigged Election Results’ The Day Before The Primary.,"['WCIA aired election rehearsals during the Price is Right on Monday, March 16.\nThe vote totals are only test numbers and were zeroed out following the rehearsal.\n\nThis was an error, and in no way reflected the results of Tuesday night’s Illinois Primary Election. Management apologized for any confusion or inconvenience.', 'mock-up was for the United States President race along with the U.S. Senate race. The lower graphic scrolling on the bottom of the screen included some other local races.\n\nThe vote totals are only test numbers and were zeroed out following the rehearsal.\n\nThis was an error']",REFUTED
"Now, as it stands, The US health care system has adequate ventilators, ICU beds, medical professionals",['The cdc offered guidelines on How to Protect Yourself and Others'],REFUTED
The lab-created coronavirus was a cover-up for the mass mandatory vaccination agenda.,"['no evidence to support.', 'At time of claim there was no vaccine so no mandatory requirement.']",REFUTED
"""You have been on the floor of the Senate time and time again talking about the need to cut Social Security, Medicare and veterans' programs.""","['Joe Biden did say in 1995, ""When I argued that we should freeze federal spending, I meant Social Security as well. I meant Medicare and Medicaid. I meant veteran’s benefits. I meant every single solitary thing in the']",SUPPORTED
"""I have been consistent (on the Hyde Amendment). I have always believed in that.""",['He has voted 100% pro choice.'],SUPPORTED
Australia's Prime Minister Scott Morrison was served a criminal indictment by the US for corporate & financial crimes.,['The prime minister has made speeches and interviews and has not been indicted.'],REFUTED
Novel coronavirus can be eliminated by drinking lots of water and gargling with warm water mixed with salt or vinegar.,"['WHO has published myth-busters.', 'There is some limited evidence that regularly rinsing the nose with saline can help people recover more quickly from the common cold. However, regularly rinsing the nose has not been shown to prevent respiratory infections.']",REFUTED
An Italian company threatened to sue two men for 3D printing valves for a respiratory device.,"['The men said the company had simply refused to release design files, forcing them to reverse-engineer the valve', 'They said they were not threatened']",REFUTED
A story published by Tomas Pueyo about the grave threat posed by the new coronavirus overstated the threat.,"['""It is in the mainstream of epidemiologic analysis and modeling, and quite clearly written,"" said Richard Hopkins, a retired epidemiologist living in Vermont, in an email. ""Knowledgeable people might argue with some of the details, but this strikes me as an honest document, and does not have any evident agenda other than improving the public\'s health.""']",REFUTED
"Gargling warm water with salt or vinegar can eliminate the novel coronavirus, COVID-19.","['No, gargling warm water with salt or vinegar is not listed as an effective treatment for COVID-19 by the World Health Organization (WHO).']",REFUTED
